id,race,days_b_screening_arrest,c_charge_degree,is_recid,score_text
2498,Caucasian,-1,M,0,1
2499,Caucasian,-1,F,1,2
2501,African-American,-1,F,0,1
2502,Hispanic,-1,F,0,1
2503,African-American,-1,F,1,2
2504,Caucasian,-1,M,1,1
2507,African-American,-1,M,0,2
2509,African-American,-1,F,1,2
2511,Hispanic,-1,M,0,1
2512,African-American,-1,F,1,2
2513,African-American,-1,F,1,3
2514,African-American,-1,F,1,3
2515,African-American,-1,F,0,3
2516,African-American,-1,F,0,1
2517,African-American,73,F,0,1
2518,Hispanic,,F,0,3
2519,African-American,-1,F,1,2
2520,African-American,35,F,1,1
2521,African-American,-1,F,0,2
2523,African-American,-1,F,0,1
2524,Other,-1,M,0,2
2525,Caucasian,0,F,0,1
2526,Caucasian,0,M,0,1
2527,African-American,205,F,1,3
2529,African-American,-1,M,1,1
2530,African-American,-1,F,1,2
2532,African-American,-1,M,0,2
2533,Caucasian,-1,M,1,2
2534,Caucasian,-1,F,1,1
2536,African-American,-9,M,0,3
2537,African-American,0,M,0,1
2538,Caucasian,-1,M,0,1
2539,African-American,-46,M,1,2
2540,Caucasian,0,F,0,1
2541,Caucasian,0,F,0,1
2542,African-American,-205,F,1,2
2543,African-American,-1,F,0,3
2544,Caucasian,0,F,1,3
2546,African-American,-1,F,0,1
2548,African-American,-1,F,1,2
2549,African-American,-1,M,0,1
2550,Caucasian,,F,0,1
2554,Caucasian,-10,F,0,1
2556,African-American,0,F,0,2
2557,African-American,-79,F,0,3
2560,Caucasian,-2,F,1,3
2561,Caucasian,-1,F,1,3
2562,Hispanic,0,M,0,1
2564,Other,-1,M,1,1
2566,African-American,-1,M,1,3
2567,Caucasian,0,M,0,2
2568,African-American,23,F,1,3
2569,Caucasian,-1,M,0,1
2571,African-American,-27,F,1,3
2572,African-American,0,F,1,2
2573,Caucasian,0,F,1,2
2574,Caucasian,0,F,1,2
2575,Caucasian,-1,F,1,2
2576,Caucasian,-1,F,1,2
2578,Other,-1,F,1,1
2579,African-American,0,M,0,1
2580,Caucasian,-1,F,0,1
2581,African-American,463,F,1,2
2582,Caucasian,125,M,0,1
2583,Caucasian,-30,F,0,1
2584,African-American,-1,F,0,2
2586,Caucasian,-21,F,0,1
2588,Hispanic,-1,F,0,1
2589,Hispanic,0,F,0,1
2591,African-American,-1,M,1,2
2592,Caucasian,-5,M,1,1
2593,African-American,-27,F,0,2
2594,African-American,0,F,0,1
2595,Hispanic,0,M,0,1
2599,Native American,,M,0,1
2602,African-American,0,F,0,1
2604,African-American,0,F,1,2
2605,Hispanic,378,M,0,3
2606,African-American,-1,F,0,3
2607,Caucasian,0,M,0,1
2608,African-American,-3,M,1,1
2609,African-American,0,F,0,2
2610,African-American,-1,F,0,1
2611,African-American,0,M,1,1
2612,African-American,,F,0,1
2613,Caucasian,-1,F,0,1
2614,Caucasian,-2,F,0,1
2615,African-American,-1,F,0,1
2616,Hispanic,-1,F,0,2
2618,African-American,-1,F,1,3
2619,African-American,-1,F,0,1
2620,African-American,-1,M,1,3
2621,Caucasian,-1,F,1,2
2623,African-American,-1,F,0,1
2624,African-American,0,F,1,1
2625,Hispanic,-86,M,0,1
2630,African-American,-1,F,1,2
2632,Caucasian,0,F,0,1
2633,African-American,-1,F,1,3
2634,Caucasian,-1,F,1,2
2637,Caucasian,-1,F,1,3
2638,Caucasian,-2,M,0,1
2639,African-American,0,M,0,1
2641,Other,-1,M,0,1
2642,Hispanic,-12,F,1,3
2643,Caucasian,0,F,0,1
2644,Caucasian,-1,M,1,1
2645,Hispanic,-87,F,0,2
2649,Caucasian,-1,F,0,1
2650,African-American,0,F,0,1
2651,African-American,0,M,0,1
2652,African-American,118,F,0,2
2654,African-American,-23,M,0,2
2655,African-American,-1,F,0,1
2656,Caucasian,-1,F,0,1
2657,African-American,,M,0,1
2658,Caucasian,-2,F,0,1
2661,Caucasian,245,F,1,2
2662,African-American,203,F,0,1
2664,African-American,-1,F,1,3
2666,African-American,-53,F,1,2
2667,Caucasian,-3,F,0,2
2668,Caucasian,0,F,0,1
2669,Caucasian,,M,0,1
2671,African-American,0,F,1,3
2672,African-American,-1,F,1,3
2673,African-American,-1,F,1,1
2676,Caucasian,-27,F,1,1
2677,Caucasian,-1,F,0,2
2678,African-American,-1,M,0,1
2679,Caucasian,-1,M,0,1
2680,African-American,-1,F,0,3
2681,African-American,0,F,0,1
2682,African-American,-1,F,0,1
2683,Caucasian,-1,M,0,1
2685,African-American,-2,F,0,2
2686,African-American,-100,M,0,2
2687,Caucasian,0,M,0,1
2688,African-American,-1,F,1,1
2689,African-American,-1,M,0,1
2690,Caucasian,-1,F,1,1
2691,African-American,0,M,0,1
2692,Hispanic,-1,F,1,1
2696,African-American,-1,F,0,1
2697,Hispanic,-210,M,0,3
2698,Caucasian,-1,F,1,1
2700,African-American,-1,F,0,1
2703,African-American,0,F,0,2
2704,African-American,-1,F,1,1
2706,African-American,-43,F,0,2
2707,Caucasian,-126,F,0,2
2708,African-American,-1,M,0,2
2711,Caucasian,-1,F,1,1
2713,Caucasian,0,M,0,1
2714,Hispanic,-1,M,0,2
2716,Caucasian,-1,F,1,2
2718,African-American,-1,F,1,1
2719,African-American,-1,F,1,1
2720,Hispanic,-1,M,0,1
2721,Other,-1,F,1,3
2722,Hispanic,-1,F,0,3
2723,African-American,0,F,1,2
2724,Caucasian,-1,F,1,1
2728,Asian,-1,M,0,1
2730,African-American,34,F,1,2
2731,Hispanic,-1,F,0,1
2732,African-American,-1,F,1,2
2733,Other,,F,0,1
2735,African-American,0,F,1,3
2736,Caucasian,-38,F,1,1
2737,African-American,-1,F,1,3
2738,Other,-1,M,0,1
2740,African-American,35,F,1,1
2742,Caucasian,-121,F,1,2
2745,Caucasian,0,F,0,2
2746,Caucasian,0,M,1,1
2747,Caucasian,129,F,1,2
2748,Caucasian,-1,M,0,1
2749,African-American,-1,M,0,2
2750,African-American,-1,F,0,2
2751,Hispanic,-1,F,0,1
2752,Caucasian,-1,M,0,2
2753,African-American,-1,F,1,3
2754,Caucasian,-1,M,0,3
2758,African-American,-1,F,0,1
2759,Caucasian,0,M,0,2
2760,African-American,-1,F,0,2
2762,African-American,-1,F,1,2
2764,Caucasian,0,M,0,1
2765,African-American,0,M,0,1
2766,African-American,0,F,1,3
2767,Caucasian,-4,M,1,1
2770,Other,-1,F,0,1
2771,Caucasian,-1,M,0,1
2772,African-American,-1,M,1,3
2773,African-American,-1,M,1,2
2775,Caucasian,0,M,1,2
2776,Caucasian,-1,M,0,2
2777,African-American,0,M,0,1
2779,Caucasian,,F,0,1
2780,Caucasian,-1,M,0,1
2782,African-American,-17,M,1,3
2786,African-American,0,F,1,1
2787,African-American,-1,F,1,2
2788,Caucasian,-1,F,0,1
2789,Hispanic,657,M,1,1
2790,Caucasian,-1,M,0,1
2792,African-American,0,M,0,3
2793,African-American,0,F,0,3
2794,Caucasian,-1,M,1,1
2797,African-American,-1,M,1,1
2800,African-American,-1,M,0,2
2802,Caucasian,0,M,0,1
2804,African-American,-7,M,1,1
2805,African-American,-44,F,0,2
2807,Hispanic,-15,F,1,3
2808,African-American,309,F,1,1
2809,African-American,-1,F,0,1
2813,African-American,-85,M,1,3
2814,Caucasian,-1,M,1,1
2817,Caucasian,-1,F,0,3
2819,African-American,0,F,1,3
2820,Caucasian,-1,M,0,1
2821,Caucasian,0,F,0,1
2824,Hispanic,-1,F,1,3
2825,Caucasian,0,F,1,1
2828,African-American,0,M,1,2
2829,Hispanic,-1,F,0,1
2830,African-American,-1,F,0,1
2834,Native American,37,F,0,1
2835,Caucasian,-365,F,1,2
2836,Asian,-1,F,1,1
2837,African-American,-18,M,0,1
2841,Caucasian,0,M,0,2
2842,African-American,-1,F,1,1
2843,Caucasian,-1,M,0,1
2844,Hispanic,-1,F,1,3
2845,Caucasian,-1,F,1,2
2846,Caucasian,-27,F,1,1
2848,Caucasian,0,M,1,3
2851,Other,-1,F,0,2
2852,African-American,0,F,0,3
2854,African-American,-1,F,1,3
2855,African-American,-1,M,1,1
2856,African-American,-1,F,0,2
2857,African-American,-1,F,0,3
2859,Caucasian,0,F,1,3
2860,African-American,-3,F,0,1
2862,African-American,0,F,1,2
2863,Other,-1,F,1,1
2864,African-American,-23,F,1,1
2865,African-American,-1,F,1,1
2867,Caucasian,0,F,0,1
2868,Caucasian,,M,0,2
2869,Hispanic,-7,M,0,1
2870,African-American,-1,M,1,2
2871,African-American,-1,F,1,3
2873,Caucasian,-1,F,1,3
2874,African-American,0,M,1,1
2875,African-American,0,F,1,3
2876,African-American,-56,M,1,3
2879,Caucasian,-2,M,0,1
2880,Caucasian,-1,F,0,1
2882,Caucasian,272,F,1,2
2883,African-American,-1,F,1,3
2885,African-American,-1,F,1,3
2886,African-American,-1,F,1,2
2887,African-American,-1,M,0,1
2890,African-American,123,F,1,2
2891,Hispanic,-1,M,1,2
2892,African-American,-1,F,0,1
2893,African-American,-1,F,0,3
2896,African-American,302,F,1,1
2897,Caucasian,-1,F,1,2
2898,Caucasian,-5,M,0,1
2899,Caucasian,31,F,1,3
2900,African-American,-1,M,0,2
2901,African-American,0,F,1,3
2902,Caucasian,-1,M,0,1
2903,African-American,-43,F,1,1
2907,African-American,0,F,1,2
2908,African-American,-1,F,0,2
2910,Caucasian,-1,M,0,1
2911,African-American,,M,1,1
2913,African-American,-1,M,0,3
2914,African-American,-1,F,0,3
2915,Caucasian,0,F,1,1
2917,Caucasian,-4,M,1,1
2918,Hispanic,-107,F,1,2
2922,African-American,0,M,0,2
2923,Other,0,M,0,1
2925,Hispanic,-2,M,0,1
2926,African-American,0,F,1,1
2927,African-American,-1,F,1,2
2928,African-American,-1,M,0,1
2929,Caucasian,0,F,0,1
2930,African-American,-1,M,1,3
2931,African-American,-3,F,0,1
2932,African-American,0,F,0,1
2933,African-American,0,F,1,3
2934,African-American,-23,F,1,1
2935,Caucasian,-3,M,0,1
2936,African-American,-1,F,0,1
2937,Caucasian,0,F,1,2
2938,African-American,-2,F,0,1
2939,African-American,-1,M,0,2
2943,Caucasian,-7,F,0,1
2946,Caucasian,-1,F,0,1
2949,Caucasian,-37,F,1,1
2951,African-American,-1,F,0,1
2952,African-American,-1,F,0,1
2954,Caucasian,-1,F,0,1
2955,African-American,0,M,0,1
2956,Caucasian,0,M,0,2
2959,African-American,0,M,0,2
2961,African-American,0,F,1,2
2962,African-American,-1,M,0,1
2963,Caucasian,-1,F,0,1
2964,Caucasian,-1,F,1,1
2965,Hispanic,-1,M,0,2
2968,African-American,-1,M,1,1
2969,Caucasian,0,M,1,1
2970,Native American,-1,F,0,1
2972,African-American,-1,F,0,1
2973,Other,244,F,1,1
2974,African-American,-1,F,1,2
2976,African-American,-1,M,1,2
2977,African-American,,M,0,2
2979,African-American,-28,F,0,3
2982,African-American,-1,F,1,3
2983,Caucasian,-1,F,0,1
2984,African-American,-1,M,0,1
2985,Caucasian,-1,F,1,1
2988,Caucasian,-11,F,0,1
2990,Caucasian,-1,M,0,1
2991,African-American,-2,F,1,1
2992,African-American,0,F,0,1
2993,Hispanic,-21,F,1,3
2995,African-American,-47,F,1,3
2996,Other,-1,F,0,1
2997,African-American,-1,F,1,3
2998,Hispanic,0,M,0,1
3003,African-American,0,F,0,1
3004,African-American,-1,F,1,3
3005,African-American,-1,F,0,2
3008,Caucasian,-356,M,1,1
3009,Hispanic,,M,0,1
3010,Caucasian,0,M,0,1
3014,African-American,0,F,1,2
3015,Caucasian,-1,M,1,1
3019,Caucasian,0,M,1,1
3020,African-American,-1,F,0,3
3021,African-American,-1,F,1,3
3022,African-American,-1,M,0,2
3023,African-American,-1,F,1,3
3025,African-American,-1,F,0,2
3027,African-American,-1,F,1,1
3029,African-American,0,F,1,3
3030,African-American,-74,F,0,1
3031,Caucasian,-1,F,1,3
3032,African-American,-1,F,0,1
3033,Other,-1,F,1,2
3034,African-American,-1,M,0,1
3035,Caucasian,-1,F,0,1
3036,African-American,-1,M,0,1
3037,Hispanic,-1,F,0,2
3038,Caucasian,123,M,0,1
3039,Caucasian,-1,F,1,1
3040,African-American,-22,F,0,1
3041,Caucasian,-1,M,1,1
3042,African-American,-1,M,0,1
3043,African-American,-105,F,0,2
3046,African-American,-1,F,0,1
3051,African-American,-1,M,0,1
3053,African-American,-1,M,0,1
3055,African-American,-13,F,0,1
3056,African-American,0,F,0,1
3057,African-American,-1,F,1,2
3058,African-American,0,M,1,2
3064,Caucasian,-1,M,0,1
3066,African-American,-10,F,0,1
3067,African-American,-1,M,1,3
3068,African-American,-1,F,0,2
3069,Caucasian,-1,F,0,1
3071,African-American,-100,F,1,1
3074,Caucasian,-1,F,0,1
3075,Caucasian,-93,M,0,1
3078,Caucasian,-1,M,0,1
3081,African-American,-1,F,1,1
3084,African-American,-1,M,0,1
3085,African-American,-1,F,0,2
3086,Hispanic,0,F,1,3
3087,African-American,-1,F,1,2
3089,African-American,-1,M,0,1
3090,African-American,0,F,0,2
3093,Caucasian,-1,F,0,2
3094,African-American,-1,M,1,3
3096,African-American,-1,F,1,1
3101,African-American,-1,F,0,1
3104,Other,-1,M,0,1
3107,Caucasian,0,M,0,1
3110,Caucasian,-1,M,1,1
3111,African-American,,M,0,3
3112,African-American,-1,F,1,3
3113,Hispanic,-1,F,1,1
3114,Asian,-1,F,1,3
3115,African-American,-33,M,0,1
3116,African-American,-1,F,1,3
3117,African-American,-1,F,1,2
3118,African-American,0,M,1,1
3120,Hispanic,0,F,1,1
3122,Caucasian,-1,M,1,1
3129,African-American,-1,F,0,1
3130,African-American,-71,F,1,2
3131,Hispanic,-1,F,1,2
3132,Hispanic,-1,F,1,1
3134,African-American,-1,M,1,1
3135,African-American,507,F,0,3
3136,Caucasian,-1,M,0,1
3137,Caucasian,-1,M,1,3
3138,African-American,-1,F,1,2
3139,Hispanic,-1,F,0,2
3143,Caucasian,70,F,1,3
3144,African-American,-112,F,1,2
3145,African-American,-1,F,1,2
3146,Hispanic,-1,F,1,1
3152,Caucasian,-21,F,0,3
3153,Caucasian,0,F,0,1
3154,Other,-1,F,0,2
3155,Other,-30,F,1,1
3156,Caucasian,-11,F,0,1
3157,Caucasian,-1,F,0,1
3158,African-American,0,F,0,3
3159,Caucasian,-1,F,0,1
3160,African-American,-1,F,1,2
3161,Hispanic,0,F,0,1
3162,Caucasian,-1,M,1,2
3163,Caucasian,0,M,0,1
3164,African-American,0,F,1,2
3165,Caucasian,-1,F,1,2
3166,Caucasian,-1,F,1,1
3168,African-American,-1,F,1,3
3169,Caucasian,-1,M,0,1
3170,African-American,-1,M,1,3
3174,Other,-1,F,1,2
3175,Caucasian,-1,M,1,1
3176,African-American,-1,F,0,2
3177,African-American,378,F,1,1
3178,Caucasian,-2,F,1,3
3181,Caucasian,-1,F,1,2
3182,African-American,-1,F,0,2
3183,African-American,-1,F,1,1
3186,Caucasian,-34,F,0,1
3188,Other,-1,F,0,1
3189,African-American,525,F,1,3
3190,African-American,0,F,0,1
3191,African-American,0,F,0,1
3192,Caucasian,-3,M,0,1
3197,Other,-1,M,0,1
3198,Other,-1,F,0,2
3200,African-American,0,F,1,1
3203,Caucasian,-1,F,0,3
3204,Other,,F,0,2
3205,Caucasian,-1,M,0,1
3206,African-American,-5,F,0,2
3207,Other,-1,M,0,1
3208,African-American,0,M,0,1
3209,African-American,-1,F,1,2
3212,African-American,-1,F,1,2
3214,Hispanic,-1,M,1,1
3215,Caucasian,-1,M,0,1
3217,Caucasian,-1,F,0,1
3218,Other,-1,M,0,1
3222,African-American,-55,F,0,2
3223,Caucasian,-1,F,1,3
3225,African-American,-1,F,1,3
3226,African-American,-1,F,1,3
3227,Caucasian,-1,F,1,2
3229,Caucasian,-1,F,0,2
3230,African-American,-1,F,0,1
3232,African-American,-1,F,0,1
3234,Caucasian,-56,F,0,1
3236,African-American,-1,F,1,3
3237,Caucasian,0,M,0,1
3238,African-American,-65,F,1,3
3240,African-American,-1,F,0,2
3242,African-American,-1,F,0,2
3243,African-American,51,F,1,3
3246,Caucasian,-1,M,0,1
3247,Caucasian,-1,F,0,2
3248,Caucasian,-13,F,1,1
3250,Caucasian,-1,F,0,1
3255,African-American,-26,M,1,1
3259,Native American,-1,F,1,3
3260,African-American,0,F,1,2
3261,Caucasian,-1,F,0,1
3262,African-American,404,M,1,2
3265,Caucasian,0,F,0,1
3267,African-American,0,M,0,1
3268,Caucasian,-3,M,1,2
3270,African-American,0,F,1,3
3272,African-American,-1,F,1,3
3273,African-American,-1,F,1,3
3274,African-American,-2,F,0,2
3278,African-American,0,F,1,3
3280,African-American,-1,F,1,2
3281,Caucasian,-1,F,1,1
3283,Caucasian,-1,M,0,1
3284,Caucasian,-1,F,1,3
3285,African-American,0,F,1,2
3286,Other,-1,M,1,1
3287,African-American,427,F,1,3
3288,African-American,-1,F,1,1
3289,African-American,0,F,0,2
3290,African-American,0,F,0,1
3291,African-American,0,M,1,1
3292,Hispanic,-21,F,0,1
3293,Caucasian,-4,F,0,1
3294,Other,0,M,1,2
3295,Hispanic,0,M,0,1
3298,Caucasian,-1,M,0,2
3299,African-American,-1,F,1,1
3300,Caucasian,-96,F,1,2
3301,African-American,-1,M,0,1
3302,Caucasian,-25,F,1,2
3304,African-American,-1,F,0,1
3305,Caucasian,1025,F,1,1
3306,Caucasian,0,M,0,1
3309,Caucasian,-1,F,1,2
3310,Hispanic,0,M,0,1
3312,Caucasian,-1,M,0,1
3314,Caucasian,-1,F,0,1
3315,Caucasian,-1,M,0,1
3316,Caucasian,8,M,1,3
3318,Caucasian,-1,F,0,2
3319,Caucasian,-1,F,0,1
3320,Caucasian,-1,F,0,1
3322,African-American,-1,F,1,1
3323,African-American,-1,M,1,3
3324,Caucasian,0,M,0,1
3325,Hispanic,,M,0,1
3326,African-American,-1,F,0,3
3328,African-American,81,F,1,2
3329,Caucasian,-5,M,1,1
3331,African-American,0,F,1,3
3332,African-American,-17,F,0,1
3333,Caucasian,-1,F,1,1
3335,Hispanic,-1,M,1,1
3337,African-American,-1,F,1,3
3338,African-American,-2,M,0,2
3339,Caucasian,-1,F,0,1
3340,African-American,-1,M,1,2
3341,African-American,0,F,0,2
3342,African-American,0,M,1,1
3343,African-American,-37,F,1,1
3344,African-American,0,F,1,2
3345,Caucasian,-1,F,0,1
3347,African-American,-1,F,1,1
3348,Caucasian,-86,F,1,1
3349,African-American,-1,M,1,1
3350,African-American,-14,F,0,1
3351,African-American,-1,F,1,1
3354,African-American,0,F,1,1
3356,Caucasian,-120,F,0,1
3357,African-American,-1,F,0,1
3358,African-American,-1,F,0,1
3359,African-American,-1,F,1,3
3360,African-American,-1,F,1,2
3361,African-American,,F,0,2
3362,African-American,-1,F,1,3
3363,Hispanic,-3,F,1,1
3369,African-American,-1,F,1,3
3370,Hispanic,-1,F,1,1
3371,African-American,-1,F,0,1
3375,Hispanic,-1,F,1,2
3376,Other,-1,F,0,1
3377,Caucasian,,F,0,1
3379,Other,982,F,0,1
3380,African-American,-1,F,0,1
3381,African-American,0,M,1,1
3383,African-American,-1,F,1,2
3384,Caucasian,-1,F,0,3
3385,African-American,,M,0,3
3386,Caucasian,-10,F,1,2
3387,African-American,1,M,1,1
3390,Caucasian,0,M,0,1
3391,African-American,-1,M,1,3
3392,Caucasian,-1,M,0,1
3393,African-American,-8,F,1,2
3394,Caucasian,-1,F,1,3
3395,Other,0,F,1,1
3396,African-American,-1,M,0,2
3397,African-American,,M,0,2
3398,African-American,-1,F,1,3
3399,African-American,-1,F,0,3
3401,African-American,-22,M,1,1
3403,African-American,-1,F,1,1
3404,African-American,-5,F,0,1
3405,African-American,114,F,0,1
3406,Caucasian,-1,M,1,3
3407,Caucasian,-2,M,0,1
3408,Caucasian,-1,F,1,1
3409,African-American,-1,M,0,2
3410,African-American,-1,F,0,1
3411,Caucasian,-1,F,0,1
3412,Caucasian,-1,M,0,1
3413,Caucasian,0,F,1,1
3415,African-American,0,F,1,2
3417,Caucasian,-1,F,0,1
3418,African-American,-1,M,1,1
3419,African-American,-1,F,1,2
3420,African-American,0,F,0,1
3422,Caucasian,0,F,1,2
3423,Caucasian,-29,F,0,1
3425,Hispanic,-1,F,1,3
3426,African-American,-14,F,1,3
3427,Caucasian,-1,M,0,1
3429,African-American,-1,F,1,2
3431,African-American,0,M,0,1
3434,African-American,18,F,1,3
3437,Caucasian,-1,F,0,2
3438,Caucasian,0,M,1,2
3439,Caucasian,-1,F,0,1
3440,African-American,237,M,1,3
3441,Caucasian,-1,F,1,2
3442,African-American,-68,F,1,3
3444,Caucasian,-1,F,1,1
3445,Caucasian,-25,M,0,1
3446,African-American,530,M,1,2
3448,African-American,-2,F,1,2
3449,African-American,544,M,1,3
3451,Caucasian,266,M,0,1
3452,African-American,-1,F,0,1
3453,African-American,-1,F,1,1
3454,African-American,-1,F,1,1
3455,African-American,-1,F,0,1
3456,African-American,0,M,1,3
3457,African-American,-1,F,0,1
3458,Caucasian,-1,M,0,1
3460,African-American,-3,F,1,2
3462,Caucasian,-1,M,1,1
3463,Caucasian,-3,F,0,1
3464,Caucasian,-1,F,1,2
3465,Other,-1,F,0,1
3468,African-American,,F,1,3
3470,African-American,-1,F,1,1
3474,Caucasian,-123,F,1,1
3475,Caucasian,-1,F,0,2
3476,African-American,-1,M,1,3
3479,African-American,122,F,1,3
3480,African-American,-1,M,0,1
3481,African-American,-14,M,1,1
3483,Caucasian,-1,M,0,1
3484,African-American,-1,F,1,2
3485,African-American,-1,F,1,1
3487,Caucasian,,F,0,2
3488,Caucasian,-4,F,0,1
3489,African-American,-1,F,0,3
3491,Hispanic,-1,M,0,1
3492,African-American,0,F,0,2
3493,African-American,-1,F,0,1
3498,African-American,-1,F,1,1
3499,African-American,0,F,1,3
3500,Caucasian,0,M,0,2
3501,African-American,0,F,1,3
3502,Hispanic,-1,F,1,1
3504,African-American,-29,M,0,1
3506,African-American,-49,M,0,3
3507,Hispanic,-1,F,0,1
3508,African-American,-1,F,0,2
3510,Caucasian,92,M,1,3
3511,Caucasian,0,F,0,1
3512,African-American,-1,F,1,2
3515,Caucasian,0,M,0,1
3516,Other,-1,F,1,1
3517,Hispanic,-1,F,1,1
3519,African-American,400,F,1,1
3521,African-American,0,F,1,3
3523,Caucasian,-12,F,0,1
3525,Caucasian,-45,F,0,1
3528,African-American,-1,F,0,1
3529,Hispanic,-5,F,0,1
3531,Caucasian,-1,F,0,1
3533,Caucasian,-1,F,1,3
3534,Caucasian,-65,M,0,1
3535,Caucasian,-1,F,0,1
3536,Caucasian,0,F,1,1
3538,African-American,-1,F,0,1
3539,African-American,0,F,0,2
3540,Caucasian,-4,F,1,1
3541,African-American,,M,0,1
3542,Caucasian,-1,F,1,2
3543,Caucasian,-2,F,1,1
3544,African-American,-1,F,1,1
3546,Hispanic,0,F,0,1
3547,African-American,-1,F,0,1
3550,African-American,-1,F,1,2
3551,African-American,-26,F,1,2
3552,Caucasian,0,M,0,1
3554,Caucasian,-1,F,0,1
3556,Hispanic,0,F,0,1
3557,Hispanic,-189,F,1,3
3560,Caucasian,-80,F,0,1
3562,African-American,-1,F,0,1
3563,African-American,-1,F,1,2
3564,African-American,-1,F,1,2
3566,Caucasian,-1,F,0,3
3568,Caucasian,-42,F,0,2
3570,Caucasian,-1,M,1,1
3571,Caucasian,0,M,1,3
3573,African-American,-1,F,0,1
3574,African-American,0,F,1,1
3576,Caucasian,-5,F,0,1
3577,African-American,0,F,0,1
3578,Hispanic,-113,F,1,1
3582,Hispanic,-1,M,1,1
3584,Caucasian,-1,M,0,2
3585,Caucasian,-1,M,1,1
3591,Hispanic,-10,F,0,1
3593,Caucasian,0,F,0,1
3594,African-American,-1,M,1,1
3596,Caucasian,0,F,0,1
3597,Caucasian,-1,M,1,2
3598,African-American,-1,F,0,1
3600,Hispanic,-1,F,0,1
3601,African-American,15,M,1,2
3602,African-American,0,M,1,3
3603,African-American,0,F,1,2
3604,Other,733,F,0,2
3605,African-American,-1,F,0,1
3607,Caucasian,,M,1,1
3611,Caucasian,-1,F,0,2
3614,African-American,-1,F,1,3
3616,African-American,-1,F,1,2
3617,African-American,0,M,0,1
3618,Caucasian,-1,F,1,3
3619,African-American,-32,F,0,1
3620,Caucasian,-1,M,0,1
3622,African-American,-1,M,1,3
3624,African-American,-1,F,1,2
3626,Caucasian,-1,F,0,2
3627,Caucasian,-1,M,0,2
3628,African-American,-1,F,1,2
3629,African-American,-1,F,1,2
3630,Caucasian,0,F,0,1
3631,Caucasian,0,M,0,1
3634,Caucasian,-1,F,0,1
3635,African-American,729,F,0,1
3636,African-American,-1,F,0,2
3639,African-American,0,M,0,1
3641,Caucasian,-1,M,0,2
3642,African-American,-1,F,1,1
3643,African-American,-1,F,1,2
3645,Caucasian,-1,M,0,1
3646,Caucasian,0,F,1,2
3647,African-American,-1,F,0,1
3648,African-American,-1,F,1,2
3649,African-American,0,F,1,3
3652,African-American,-1,F,1,1
3653,African-American,-1,F,0,1
3655,African-American,-1,F,0,1
3656,African-American,-1,M,0,3
3657,African-American,-1,M,0,1
3658,Other,0,M,0,1
3659,Caucasian,331,F,0,1
3660,Other,-1,F,0,1
3661,African-American,-1,F,1,2
3662,African-American,-1,F,0,2
3663,African-American,-1,F,1,2
3666,African-American,-1,M,0,1
3667,African-American,0,M,0,2
3668,African-American,,M,0,2
3669,Caucasian,-45,F,1,2
3671,Caucasian,-1,M,0,1
3673,Other,-1,F,0,1
3674,African-American,-1,F,0,1
3675,African-American,0,F,1,2
3676,African-American,-22,F,0,2
3678,Caucasian,-1,F,0,1
3679,Caucasian,-6,M,1,1
3681,African-American,-1,F,0,3
3684,African-American,-1,F,1,2
3685,African-American,,M,1,3
3687,African-American,-1,F,1,1
3691,Other,-1,M,1,3
3692,African-American,-1,F,1,1
3693,African-American,0,M,0,1
3696,African-American,-1,F,1,3
3697,Caucasian,-1,M,0,1
3698,Caucasian,-1,F,0,1
3699,Caucasian,0,F,0,1
3700,African-American,0,F,1,1
3701,African-American,-56,F,0,1
3702,Caucasian,0,F,1,3
3703,Caucasian,0,M,0,1
3704,Hispanic,0,F,0,1
3705,Caucasian,,M,0,1
3706,African-American,-1,F,0,1
3709,African-American,-1,F,0,1
3710,African-American,-1,F,1,2
3711,Caucasian,-1,F,1,1
3712,African-American,,F,0,1
3713,African-American,-1,F,1,2
3714,Caucasian,-1,M,0,1
3716,African-American,,F,0,2
3719,African-American,-1,F,0,3
3720,Caucasian,-1,F,1,3
3721,Caucasian,-1,F,0,1
3722,African-American,-1,M,1,2
3724,Hispanic,,M,0,1
3725,African-American,-1,F,1,3
3726,Hispanic,0,F,0,1
3728,Other,0,M,0,1
3729,African-American,-1,F,0,1
3730,Hispanic,-1,F,1,1
3732,African-American,-1,M,0,1
3736,Caucasian,-1,F,0,1
3737,Caucasian,0,F,0,1
3738,Caucasian,-1,F,0,3
3739,Caucasian,-1,M,0,1
3740,African-American,-60,F,0,1
3741,African-American,-1,F,0,2
3742,African-American,-236,F,1,3
3743,African-American,-1,F,0,1
3744,African-American,0,M,0,1
3745,Caucasian,-1,F,1,2
3747,Caucasian,-1,M,0,2
3749,African-American,-1,F,1,3
3751,African-American,-1,M,1,3
3754,African-American,-1,F,1,2
3757,Caucasian,-1,F,1,1
3758,African-American,0,M,0,1
3759,African-American,-1,F,0,3
3761,African-American,-1,F,1,2
3763,African-American,-1,F,1,3
3765,Caucasian,0,F,1,3
3766,Caucasian,0,M,1,1
3767,Caucasian,-61,F,1,2
3768,African-American,0,M,0,1
3769,Caucasian,0,M,0,1
3771,African-American,-1,F,1,3
3772,Caucasian,-1,F,1,2
3773,Hispanic,-1,M,0,2
3774,Caucasian,0,M,0,1
3776,Caucasian,-1,M,0,1
3778,Caucasian,0,M,1,1
3779,African-American,-1,M,0,2
